,brewery,name,origin,volume_ml,price,bitterness,body,sweetness,recommendation,cat_1,cat_2,price/100_ml
3516,moondance lager,,sverige,330.0,32.5,5.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,9.848484848484848
3517,sunshine orchard,,sverige,330.0,35.0,7.0,7.0,2.0,Passar till sällskapsdryckPassar till lammPassar till nöt,ale,imperial/dubbel ipa,10.606060606060606
3518,odd island,flagranti,sverige,330.0,31.9,2.0,4.0,1.0,Passar till fiskPassar till skaldjurPassar till sällskapsdryckPassar till aperitif,övrig syrlig öl,,9.666666666666666
3519,stigbergets,total eclipse,sverige,440.0,49.9,8.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,11.34090909090909
3520,finn,hoppy easter,sverige,330.0,24.9,7.0,6.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,brown ale,7.545454545454546
3521,funky chicken,easter brew,sverige,330.0,29.3,6.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,torr porter och stout,,8.878787878787879
3522,spring omen,rocket brewing company,sverige,330.0,29.9,3.0,4.0,2.0,Passar till kryddstarktPassar till buffématPassar till grönsakerPassar till skaldjur,veteöl,witbier,9.06060606060606
3523,alefarm saturated ipa,,danmark,440.0,43.9,7.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,india pale ale,9.977272727272727
3524,community beer dipa,,sverige,330.0,37.9,8.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,11.484848484848484
3525,hantverksbryggeriet,kvipa,sverige,330.0,28.0,6.0,6.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,8.484848484848486
3526,o/o 50/50 amarillo/citra,ipa,sverige,440.0,44.9,8.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,10.204545454545453
3527,graffitisthlm,kaos #7 ipa,sverige,440.0,46.9,7.0,7.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,10.659090909090908
3528,chimay,"grande rèserve, 2020",belgien,750.0,119.0,,,,,ale,belgisk mörk ale,15.866666666666667
3529,ten hands black celebration,ten hands brewing ab,sverige,330.0,59.9,7.0,10.0,10.0,Passar till sällskapsdryckPassar till dessert,imperial porter och stout,,18.151515151515152
3530,orange that!,flying guru brewery,sverige,330.0,38.2,3.0,5.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,11.575757575757576
3531,high nose snow,,sverige,330.0,29.4,8.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till fläsk,ale,amerikansk pale ale,8.909090909090908
3532,burgsviksbryggeri,winterlager,sverige,330.0,22.9,5.0,6.0,3.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,mörk lager,dunkel,6.939393939393939
3533,fraugruber x duckpond hop slayer,,tyskland,440.0,54.9,7.0,8.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,12.477272727272727
3534,maiden,"siren craft brew, 2019",storbritannien,375.0,114.9,,,,,ale,barley wine,30.64
3535,moondance lager,,sverige,330.0,32.5,5.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,9.848484848484848
3536,sunshine orchard,,sverige,330.0,35.0,7.0,7.0,2.0,Passar till sällskapsdryckPassar till lammPassar till nöt,ale,imperial/dubbel ipa,10.606060606060606
3537,odd island,flagranti,sverige,330.0,31.9,2.0,4.0,1.0,Passar till fiskPassar till skaldjurPassar till sällskapsdryckPassar till aperitif,övrig syrlig öl,,9.666666666666666
3538,rustic peach,,usa,750.0,149.0,,,,,övrig syrlig öl,,19.866666666666667
3539,stamsjö,granskott ipa,sverige,330.0,32.4,5.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,india pale ale,9.818181818181818
3540,la trappe,quadrupel,nederländerna,750.0,79.9,4.0,9.0,6.0,Passar till lammPassar till nötPassar till ostPassar till sällskapsdryck,ale,abt och kvadrupel,10.653333333333334
3541,stamsjö,granskott ipa,sverige,330.0,32.4,5.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,india pale ale,9.818181818181818
3542,viggan wit,,sverige,330.0,27.5,3.0,5.0,1.0,Passar till asiatisktPassar till fiskPassar till fläskPassar till kryddstarkt,veteöl,witbier,8.333333333333332
3543,helsingborgs,angel eyes,sverige,330.0,40.0,6.0,6.0,5.0,Passar till sällskapsdryck,annan öl,öl av flera typer/stilar,12.121212121212121
3544,golden ale,,sverige,330.0,28.9,7.0,6.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,golden/blond ale,8.757575757575758
3545,ahlafors,pale ale,sverige,330.0,29.9,6.0,5.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,amerikansk pale ale,9.06060606060606
3546,halmstad brygghus,bryggmästarn's pilsner,sverige,330.0,21.9,6.0,5.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,6.636363636363636
3547,almby brewery,white ipa,sverige,330.0,33.8,6.0,4.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,india pale ale,10.242424242424242
3548,backens ale,,sverige,330.0,28.1,5.0,6.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,engelsk pale ale och bitter,8.515151515151516
3549,half ipa,,sverige,330.0,19.9,6.0,6.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,amerikansk pale ale,6.030303030303029
3550,plasma hazy ipa,,sverige,330.0,29.6,7.0,7.0,2.0,Passar till sällskapsdryckPassar till lammPassar till nöt,ale,new england ipa/hazy ipa,8.96969696969697
3551,herman hedning,black lager of death,sverige,330.0,26.4,5.0,5.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,mörk lager,dunkel,8.0
3552,founders imperial stout,,usa,355.0,39.9,8.0,10.0,2.0,Passar till nötPassar till viltPassar till sällskapsdryck,imperial porter och stout,,11.23943661971831
3553,sälens fjällbryggeri,vargavinter,sverige,330.0,29.9,7.0,7.0,2.0,Passar till nötPassar till lammPassar till viltPassar till sällskapsdryck,ale,india pale ale,9.06060606060606
3554,vow of silence,winter edition,sverige,330.0,39.1,5.0,8.0,5.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,ale,abt och kvadrupel,11.848484848484848
3555,golden ale,,sverige,330.0,28.9,7.0,6.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,golden/blond ale,8.757575757575758
3556,ahlafors,pale ale,sverige,330.0,29.9,6.0,5.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,amerikansk pale ale,9.06060606060606
3557,halmstad brygghus,bryggmästarn's pilsner,sverige,330.0,21.9,6.0,5.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,6.636363636363636
3558,founders imperial stout,,usa,355.0,39.9,8.0,10.0,2.0,Passar till nötPassar till viltPassar till sällskapsdryck,imperial porter och stout,,11.23943661971831
3559,herman hedning,black lager of death,sverige,330.0,26.4,5.0,5.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,mörk lager,dunkel,8.0
3560,plasma hazy ipa,,sverige,330.0,29.6,7.0,7.0,2.0,Passar till sällskapsdryckPassar till lammPassar till nöt,ale,new england ipa/hazy ipa,8.96969696969697
3561,sahlins brygghus,pilsner,sverige,330.0,27.9,6.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,pilsner,8.454545454545453
3562,lundgrenpk,tjärnsjö brewery,sverige,330.0,28.9,6.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,8.757575757575758
3563,brygglabbet,dyngmörk,sverige,330.0,42.9,7.0,7.0,3.0,Passar till nötPassar till viltPassar till sällskapsdryck,imperial porter och stout,,13.0
3564,humlesoppan double dry hopped,double ipa,sverige,330.0,39.9,7.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,imperial/dubbel ipa,12.090909090909092
3565,stallhagen original,,finland,330.0,19.9,6.0,5.0,2.0,Passar till sällskapsdryckPassar till fågelPassar till fläsk,ljus lager,internationell stil,6.030303030303029
3566,nya carnegiebryggeriet,cerise saison,sverige,330.0,27.9,3.0,5.0,2.0,Passar till sällskapsdryckPassar till fågelPassar till fläsk,ale,saison,8.454545454545453
3567,friends,yellow bird cupcake sour,sverige,330.0,39.9,2.0,6.0,2.0,Passar till aperitifPassar till sällskapsdryck,syrlig öl,berliner weisse,12.090909090909092
3568,friends,sundaze ddh ipa,sverige,330.0,39.9,6.0,7.0,2.0,Passar till fläskPassar till grönsakerPassar till lammPassar till sällskapsdryck,ale,new england ipa/hazy ipa,12.090909090909092
3569,o/o 100 chinook ipa,o/o brewing,sverige,440.0,44.9,7.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,10.204545454545453
3570,elmeleven,another earth,sverige,330.0,39.9,2.0,5.0,1.0,Passar till sällskapsdryck,övrig syrlig öl,,12.090909090909092
3571,wilderness brewery,3c,sverige,330.0,34.0,4.0,6.0,2.0,Passar till lammPassar till nötPassar till fläskPassar till sällskapsdryck,ale,golden/blond ale,10.303030303030303
3572,apex,carnifex tipa,sverige,440.0,64.9,7.0,9.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,14.750000000000002
3573,serendipity dipa,hyllie bryggeri,sverige,330.0,41.0,8.0,8.0,1.0,Passar till sällskapsdryckPassar till lammPassar till nöt,ale,imperial/dubbel ipa,12.424242424242424
3574,dugges,tropic tropic thunder thunder,sverige,330.0,43.0,2.0,6.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,13.030303030303031
3575,pb kiss,3 sons brewing,usa,473.0,79.8,,,,,imperial porter och stout,,16.871035940803385
3576,mj's & bb barleywine,2020,sverige,330.0,44.9,5.0,10.0,9.0,Passar till ostPassar till sällskapsdryck,ale,barley wine,13.606060606060606
3577,winter blaze,,sverige,330.0,35.9,7.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,10.878787878787879
3578,uppsala brygghus,"imperial winter stout, 2018",sverige,330.0,34.9,5.0,10.0,6.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,imperial porter och stout,,10.575757575757576
3579,hermesgårds julöl,,sverige,330.0,25.0,5.0,6.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,amber ale,7.575757575757576
3580,gouge away,"imperial stout with cacao, coffee and hazelnut",sverige,440.0,89.9,7.0,9.0,9.0,Passar till sällskapsdryckPassar till dessert,imperial porter och stout,,20.431818181818183
3581,brekeriet,vild cassis,sverige,375.0,69.0,3.0,5.0,2.0,Passar till aperitifPassar till fågelPassar till fläskPassar till sällskapsdryck,övrig syrlig öl,,18.4
3582,nils oscar,oktoberfest 2020,sverige,500.0,26.9,3.0,5.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,5.38
3583,alefarm brewing,san francisco skies ipa,danmark,440.0,48.9,8.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,11.113636363636363
3584,fuller's,london porter,storbritannien,500.0,28.4,6.0,6.0,1.0,Passar till sällskapsdryckPassar till lammPassar till nötPassar till skaldjur,torr porter och stout,,5.68
3585,wermlands,ale,sverige,330.0,23.4,6.0,6.0,1.0,Passar till fläskPassar till lamm,ale,amerikansk pale ale,7.090909090909091
3586,st eriks,winter session  ipa,sverige,330.0,20.0,7.0,6.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,session ipa,6.0606060606060606
3587,nya carnegiebryggeriet,amber ale,sverige,330.0,21.9,6.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,amber ale,6.636363636363636
3588,akia brygghus,hopnick ipa,sverige,440.0,42.4,6.0,7.0,3.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,india pale ale,9.636363636363637
3589,burn barrel,,sverige,330.0,29.9,5.0,5.0,4.0,Passar till lammPassar till fläskPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,9.06060606060606
3590,nacka påskwit ingefära,,sverige,330.0,29.9,3.0,3.0,3.0,Passar till fiskPassar till fågelPassar till sällskapsdryck,veteöl,witbier,9.06060606060606
3591,malakias,"strömsholms brygghus, 2018",sverige,330.0,39.8,7.0,7.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,annan öl,öl av flera typer/stilar,12.060606060606059
3592,sibbetorps gård,imperial stout,sverige,330.0,52.7,5.0,8.0,5.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,imperial porter och stout,,15.96969696969697
3593,vættr,jämmerdalen hantverksbryggeri,sverige,375.0,97.7,3.0,4.0,1.0,Passar till lammPassar till fläskPassar till sällskapsdryck,övrig syrlig öl,,26.053333333333335
3594,eskilstuna ölkultur,vinter ipa,sverige,330.0,29.9,7.0,6.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.06060606060606
3595,holiday porter,,sverige,330.0,32.9,7.0,8.0,2.0,Passar till viltPassar till sällskapsdryckPassar till nötPassar till lamm,torr porter och stout,,9.969696969696969
3596,sibbarps husbryggeri,celebration lager christmas,sverige,500.0,34.4,7.0,7.0,2.0,Passar till sällskapsdryckPassar till lammPassar till nötPassar till fläsk,mellanmörk lager,märzen och wienerstil,6.88
3597,fyrvaktarens midvinter,värmdö bryggeri ab,sverige,330.0,25.1,6.0,6.0,4.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,brown ale,7.606060606060606
3598,bryggeri skeppsgossens,"tomtejevelfim, 2020",sverige,330.0,28.0,6.0,6.0,2.0,Passar till fläskPassar till lammPassar till grönsakerPassar till sällskapsdryck,annan öl,öl av flera typer/stilar,8.484848484848486
3599,brewski mangohallonfeber,american pale ale,sverige,330.0,34.9,7.0,6.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,amerikansk pale ale,10.575757575757576
3600,high five,,sverige,330.0,24.5,3.0,4.0,1.0,Passar till asiatisktPassar till fiskPassar till skaldjurPassar till sällskapsdryck,veteöl,witbier,7.424242424242425
3601,roslags näsby bryggeri,pentavägen #1,sverige,330.0,64.9,6.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,imperial porter och stout,,19.666666666666668
3602,vinternarren,,sverige,330.0,26.9,6.0,6.0,4.0,Passar till nötPassar till lammPassar till fläskPassar till sällskapsdryck,ale,strong ale,8.15151515151515
3603,ölbryggeriet,ladies,sverige,330.0,29.9,4.0,5.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,belgisk ljus ale,9.06060606060606
3604,stigbergets,"hot, blue and righteous",sverige,330.0,39.9,2.0,5.0,1.0,Passar till sällskapsdryck,syrlig öl,berliner weisse,12.090909090909092
3605,illbatting easter lager,illbatting,sverige,330.0,29.9,5.0,6.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,mellanmörk lager,california common,9.06060606060606
3606,rocket brewing company,hyperion,sverige,330.0,24.9,4.0,4.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,7.545454545454546
3607,ekerö brygghus,vinter,sverige,330.0,24.9,6.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,engelsk pale ale och bitter,7.545454545454546
3608,roma julöl,,sverige,330.0,34.9,5.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,strong ale,10.575757575757576
3609,lunds julöl,"björnen sover brown ale, 2020",sverige,330.0,24.9,5.0,6.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,brown ale,7.545454545454546
3610,skelderwikens,frosty ice,sverige,330.0,27.5,5.0,6.0,1.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,torr porter och stout,,8.333333333333332
3611,lykttändaren,winter ale,sverige,330.0,29.5,5.0,6.0,2.0,Passar till fågelPassar till lammPassar till fläskPassar till sällskapsdryck,ale,extra special bitter,8.93939393939394
3612,jonas julöl,,sverige,500.0,37.9,4.0,5.0,4.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,strong ale,7.579999999999999
3613,byaregårdens,jul,sverige,330.0,25.9,5.0,5.0,2.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,mellanmörk lager,polotmavý,7.848484848484848
3614,umeå,x-mas ale,sverige,330.0,29.4,6.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,torr porter och stout,,8.909090909090908
3615,halmstad brygghus,skördefest,sverige,330.0,22.9,4.0,4.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,6.939393939393939
3616,esplanad,"juleöl, 2020",sverige,750.0,102.9,6.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,brown ale,13.720000000000002
3617,jackdaw brewery,blåbär,sverige,330.0,68.9,2.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,20.87878787878788
3618,länna bruk dryckeshandel,ipa med persika,sverige,330.0,32.0,6.0,5.0,1.0,,ale,india pale ale,9.696969696969697
3619,snausarve schwarz,,sverige,330.0,31.8,6.0,7.0,1.0,Passar till lammPassar till nötPassar till grönsakerPassar till sällskapsdryck,mörk lager,schwarzbier,9.636363636363637
3620,nyköping brewing,kristi brewed,sverige,440.0,36.9,7.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,8.386363636363637
3621,benchwarmers,an otter sour passion fruit mango,sverige,440.0,49.9,2.0,6.0,1.0,Passar till sällskapsdryck,övrig syrlig öl,,11.34090909090909
3622,duckpond,sombrero,sverige,330.0,39.9,2.0,5.0,1.0,Passar till aperitifPassar till sällskapsdryck,syrlig öl,berliner weisse,12.090909090909092
3623,imperial easter,wet whistle brewery,sverige,330.0,45.0,4.0,9.0,7.0,Passar till lammPassar till nötPassar till viltPassar till dessert,ale,brown ale,13.636363636363635
3624,torsöl påsköl,,sverige,500.0,44.5,5.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,söt porter och stout,,8.9
3625,slottskällan foggy ipa,,sverige,330.0,33.5,7.0,7.0,4.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,imperial/dubbel ipa,10.151515151515152
